Question,Focus (Drug),Question Type,Answer,Section Title,URL
what medications could cause excessive hair growth,drugs that cause hirsutism,Side effects,"The following medications can cause hirsutism:
Anabolic steroids
Testosterone
Glucocorticoids
Cyclosporine (Sandimmune®)
Minoxidil (Loniten®, Rogaine®)
Danazol (Danocrine®)
Phenytoin (Dilantin®)",What causes hirsutism?,https://my.clevelandclinic.org/health/diseases/14523-excessive-hair-growth-hirsutism
what is formoterol,formoterol,Information,Formoterol is an ADRENERGIC BETA-2 RECEPTOR AGONIST with a prolonged duration of action. It is used to manage ASTHMA and in the treatment of CHRONIC OBSTRUCTIVE PULMONARY DISEASE.,Formoterol,https://pubchem.ncbi.nlm.nih.gov/compound/formoterol#section=Top
what painkillers can i take when taking rivaroxaban,"rivaroxaban, painkillers",Interaction,"You can take paracetamol while you're taking rivaroxaban.
Do not take aspirin and ibuprofen while you're taking rivaroxaban unless a doctor has said it's OK to. They increase the chance of bleeding.",Can I take rivaroxaban with everyday painkillers?,https://beta.nhs.uk/medicines/rivaroxaban/
how long should wait to take another medicine after i take azithromycin,azithromycin,Usage,"if you are taking antacids containing aluminum hydroxide or magnesium hydroxide (Maalox, Mylanta, Tums, others), you will need to allow some time to pass between when you take a dose of these antacids and when you take a dose of azithromycin tablets or liquid. Ask your doctor or pharmacist how many hours before or after you take azithromycin you may take these medications. The extended-release suspension may be taken at any time with antacids.",What special precautions should I follow?,https://medlineplus.gov/druginfo/meds/a697037.html
what time of day to take aripiprazole,aripiprazole,Usage/time,"Aripiprazole comes as a tablet, a solution (liquid), and an orally disintegrating tablet (tablet that dissolves quickly in the mouth) to take by mouth. It is usually taken once a day with or without food. Take aripiprazole at around the same time every day.",How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a603012.html
what types of steroids shots are there,steroid injections,Information,"Steroids are often injected directly into joints to treat conditions such as rheumatoid arthritis, gout or other inflammatory diseases. Steroids can also be injected into inflamed bursae (bursitis), or around inflamed tendons (tendinitis) near the shoulder, elbow, hip, knee, hand or wrist.",What conditions are treated with steroid injections?,https://my.clevelandclinic.org/health/treatments/4934-steroid-injections
what are some side effects nicoderm,nicoderm,Side effects,"Nicotine skin patches may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

dizziness
headache
nausea
vomiting
diarrhea
redness or swelling at the patch site
If you experience any of the following symptoms, call your doctor immediately:

severe rash or swelling
seizures
abnormal heartbeat or rhythm
difficulty breathing",What side effects can this medication cause?,https://medlineplus.gov/druginfo/meds/a601084.html
warfarin and cabbage?,warfarin; cabbage,Interaction,"Some foods can change the way warfarin works in your body. Make sure you check with your provider before making any big changes in your diet.

You do not have to avoid these foods, but try to eat or drink only small amounts of them. In the least, DO NOT change much of these foods and products you eat day-to-day or week-to-week:

Mayonnaise and some oils, such as canola, olive, and soybean oils
Broccoli, Brussels sprouts, and raw green cabbage
Endive, lettuce, spinach, parsley, watercress, garlic, and scallions (green onions)
Kale, collard greens, mustard greens, and turnip greens
Cranberry juice and green tea
Fish oil supplements, herbs used in herbal teas",Your Die,https://medlineplus.gov/ency/patientinstructions/000292.htm
"can a patient stop using enalapril if the condition ""stabilize?""",enalapril,Stopping/tapering,Enalapril controls high blood pressure and heart failure but does not cure them. Continue to take enalapril even if you feel well. Do not stop taking enalapril without talking to your doctor.,How should this medicine be used?,https://medlineplus.gov/druginfo/meds/a686022.html
rosuvastatin calcium what are the side effects,rosuvastatin,Side effects,"Rosuvastatin may cause side effects. Tell your doctor if any of these symptoms are severe or do not go away:

constipation
stomach pain
dizziness
difficulty falling asleep or staying asleep
depression
joint pain
headache
memory loss or forgetfulness
confusion
Some side effects can be serious. If you experience any of the following symptoms, call your doctor immediately or get emergency medical help:

:

muscle pain, tenderness, or weakness
lack of energy
fever
chest pain
yellowing of the skin or eyes
dark colored urine
pain in the upper right part of the abdomen
nausea
extreme tiredness
weakness
unusual bleeding or bruising
loss of appetite
flu-like symptoms
rash
hives
itching
difficulty breathing or swallowing
swelling of the face, throat, tongue, lips, eyes, hands, feet, ankles, or lower legs
hoarseness
Rosuvastatin may cause other side effects. Call your doctor if you have any unusual problems while taking this medication.",What side effects can this medication cause?,https://medlineplus.gov/druginfo/meds/a603033.html
what is the protocol for adding insulin for type2 diabetics,insulin,Usage,"Why do I need to take insulin?
All people who have type 1 diabetes and some people who have type 2 diabetes need to take insulin to help control their blood sugar levels. The goal of taking insulin is to keep your blood sugar level in a normal range as much as possible. Keeping blood sugar in check helps you stay healthy. Insulin can’t be taken by mouth. It is usually taken by injection (a shot). It can also be taken by using an insulin pen or an insulin pump.

How often will I need to take insulin?
You and your doctor will develop a schedule that is right for you. Most people who have diabetes and take insulin need at least 2 insulin shots a day for good blood sugar control. Some people need 3 or 4 shots a day.",Insulin Therapy,https://familydoctor.org/insulin-therapy/?adfree=true
what is the dosage of levofloxacin tablets for bronchitis please,levofloxacin,Dose,"Dosage of Levofloxacin Tablets in Adult Patients with Creatinine Clearance ≥ 50 mL/minute
The usual dose of levofloxacin tablets are 250 mg or 500 mg administered orally every 24 hours, as indicated by infection and described in Table 1.",DOSAGE AND ADMINISTRATION,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8962eb50-3366-1eec-44f9-170e686d2d66&audience=consumer
what is insuline and glucagon,glucagon & insulin,Information,"Glucagon is a peptide hormone, produced by alpha cells of the pancreas. It works to raise the concentration of glucose and fatty acids in the bloodstream, and is considered to be the main catabolic hormone of the body.[3] It is also used as a medication to treat a number of health conditions. Its effect is opposite to that of insulin, which lowers the extracellular glucose.[4]
The pancreas releases glucagon when the concentration of insulin (and indirectly glucose) in the bloodstream falls too low. Glucagon causes the liver to convert stored glycogen into glucose, which is released into the bloodstream.[5] High blood-glucose levels, on the other hand, stimulate the release of insulin. Insulin allows glucose to be taken up and used by insulin-dependent tissues. Thus, glucagon and insulin are part of a feedback system that keeps blood glucose levels stable. Glucagon increases energy expenditure and is elevated under conditions of stress.[6] Glucagon belongs to the secretin family of hormones.",Glucagon,https://en.wikipedia.org/wiki/Glucagon
when to take loratadine,loratadine,Usage/time,"Hay fever typically worsens at night and feels most severe in the morning, when levels of symptom-triggering histamine are highest. Once-daily antihistamines, such as Claritin, reach their peak eight to 12 hours after you take them, so using them at dinnertime means better control of morning symptoms. (Take twice-a-day antihistamines in the morning and evening.)","Actually, There’s a Right Time to Take “Once a Day” Meds",https://www.rd.com/health/conditions/medication-timing/
where is tetracycline metabolized?,tetracycline,Action,"The majority of first-generation tetracyclines are not metabolized (though 5 % of tetracycline is metabolized to a less active metabolite). Instead, they are most often eliminated by renal excretion. Second-generation tetracyclines are 3 to 5 times more lipophilic, which enhances their tissue penetration. Doxycycline, the most common member of this group, features more than 80 % bioavailability. Bile concentration of doxycycline is 10 to 25 times higher as compared with its serum concentration. High concentrations of doxycycline are found also in kidneys, liver and bowel. Primarily, doxycycline is excreted in bile to feces. Part of doxycycline is inactivated in the liver and 40 % of it is excreted by kidneys in urine.",Pharmacokinetics of tetracyclines and glycylcyclines,https://www.ncbi.nlm.nih.gov/pubmed/19399726
